A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .", usando o formato (token dependente -> token cabeça).
REPLY|:|(sensação -> de)
(insegurança -> de)
(poder -> público)
(público -> de)
(eram -> características)
(características -> sensação)
(características -> debilidade)
(debilidade -> de)
(poder -> público)
(público -> de)
(final -> século)
(século -> de)
(18 -> século)
(18 -> de)
(Estados -> Unidos)
(Unidos -> de)
(final -> 18)
(versão -> segundo)
(versão -> aceita)
(seu -> palavra)
(teria -> sido)
(sido -> inventada)
(inventada -> palavra)
(palavra -> partir)
(prática -> adotada)
(adotada -> partir)
(Lynch -> juiz)
(Lynch -> um)
(juiz -> condenar)
(juiz -> executar)
(adversários -> execuçãolhe)
(processo -> legal)
(devido -> processo)
(processo -> legal)
(-> processo)
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [sai)]
REFINE [sai)]
REFINE [sai)]
REFINE [sai)]
REFINE [sai]
-----------END REFINE---------
chatGPT|:|Jordão<@>gerente<#>de<@>gerente<#>marketing<@>gerente<#>de<@>Brasoftware<#>a<@>Brasoftware<#>Brasoftware<@>gerente<#>o<@>produto<#>máximo<@>entregue<#>em<@>entregue<#>15<@>em<#>dias<@>entregue<#>sai<@>produto<#>por<@>sai<#>preço<@>sai<#>similar<@>preço<#>a<@>importação<#>importação<@>feita<#>por<@>feita<#>o<@>usuário<#>.<@>sai|:|UDA:0.400<#>DDA: 0.343
GoldTree |:|Segundo<@>Ricardo<@>case<#>Ricardo<@>sai<@>obl<#>Jordão<@>Ricardo<@>flat<#>,<@>Ricardo<@>punct<#>gerente<@>Ricardo<@>appos<#>de<@>marketing<@>case<#>marketing<@>gerente<@>nmod<#>de<@>Brasoftware<@>case<#>a<@>Brasoftware<@>det<#>Brasoftware<@>gerente<@>nmod<#>,<@>gerente<@>punct<#>o<@>produto<@>det<#>produto<@>sai<@>nsubj<#>--<@>entregue<@>punct<#>entregue<@>produto<@>acl<#>em<@>máximo<@>case<#>o<@>máximo<@>det<#>máximo<@>entregue<@>obl<#>em<@>dias<@>case<#>15<@>dias<@>nummod<#>dias<@>entregue<@>obl<#>--<@>entregue<@>punct<#>sai<@>root<@>root<#>por<@>preço<@>case<#>um<@>preço<@>det<#>preço<@>sai<@>obl<#>similar<@>preço<@>amod<#>a<@>importação<@>case<#>a<@>importação<@>det<#>importação<@>similar<@>obl<#>feita<@>importação<@>acl<#>por<@>usuário<@>case<#>o<@>usuário<@>det<#>usuário<@>feita<@>obl<#>.<@>sai<@>punct
>--<
A taxa de serviço de a Brasoftware é coberta por o desconto que obtém junto a o fornecedor .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "A taxa de serviço de a Brasoftware é coberta por o desconto que obtém junto a o fornecedor .", usando o formato (token dependente -> token cabeça).
REPLY|:|(A -> taxa)
(taxa -> serviço)
(serviço -> de)
(de -> Brasoftware)
(Brasoftware -> coberta)
(coberta -> é)
(é -> obtém)
(obtém -> desconto)
(desconto -> junto)
(junto -> fornecedor)
(fornecedor -> .)
REFINE [(taxa]
REFINE [(taxa]
REFINE [(taxa]
REFINE [(taxa]
REFINE [taxa]
REFINE [taxa]
-----------END REFINE---------
REFINE [serviço)]
REFINE [serviço)]
REFINE [serviço)]
REFINE [serviço)]
REFINE [serviço]
-----------END REFINE---------
REFINE [(serviço]
REFINE [(serviço]
REFINE [(serviço]
REFINE [(serviço]
REFINE [serviço]
REFINE [serviço]
-----------END REFINE---------
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [(Brasoftware]
REFINE [(Brasoftware]
REFINE [(Brasoftware]
REFINE [(Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [coberta)]
REFINE [coberta)]
REFINE [coberta)]
REFINE [coberta)]
REFINE [coberta]
-----------END REFINE---------
REFINE [(coberta]
REFINE [(coberta]
REFINE [(coberta]
REFINE [(coberta]
REFINE [coberta]
REFINE [coberta]
-----------END REFINE---------
REFINE [é)]
REFINE [é)]
REFINE [é)]
REFINE [é)]
REFINE [é]
-----------END REFINE---------
REFINE [(é]
REFINE [(é]
REFINE [(é]
REFINE [(é]
REFINE [é]
REFINE [é]
-----------END REFINE---------
REFINE [obtém)]
REFINE [obtém)]
REFINE [obtém)]
REFINE [obtém)]
REFINE [obtém]
-----------END REFINE---------
REFINE [(obtém]
REFINE [(obtém]
REFINE [(obtém]
REFINE [(obtém]
REFINE [obtém]
REFINE [obtém]
-----------END REFINE---------
REFINE [desconto)]
REFINE [desconto)]
REFINE [desconto)]
REFINE [desconto)]
REFINE [desconto]
-----------END REFINE---------
REFINE [(desconto]
REFINE [(desconto]
REFINE [(desconto]
REFINE [(desconto]
REFINE [desconto]
REFINE [desconto]
-----------END REFINE---------
REFINE [junto)]
REFINE [junto)]
REFINE [junto)]
REFINE [junto)]
REFINE [junto]
-----------END REFINE---------
REFINE [(junto]
REFINE [(junto]
REFINE [(junto]
REFINE [(junto]
REFINE [junto]
REFINE [junto]
-----------END REFINE---------
REFINE [fornecedor)]
REFINE [fornecedor)]
REFINE [fornecedor)]
REFINE [fornecedor)]
REFINE [fornecedor]
-----------END REFINE---------
REFINE [(fornecedor]
REFINE [(fornecedor]
REFINE [(fornecedor]
REFINE [(fornecedor]
REFINE [fornecedor]
REFINE [fornecedor]
-----------END REFINE---------
REFINE [.)]
REFINE [.)]
REFINE [.)]
REFINE [.)]
REFINE [.]
-----------END REFINE---------
chatGPT|:|taxa<@>serviço<#>serviço<@>de<#>de<@>Brasoftware<#>Brasoftware<@>coberta<#>coberta<@>é<#>é<@>obtém<#>obtém<@>desconto<#>desconto<@>junto<#>junto<@>fornecedor<#>fornecedor<@>.|:|UDA:0.316<#>DDA: 0.105
GoldTree |:|A<@>taxa<@>det<#>taxa<@>coberta<@>nsubj<#>de<@>serviço<@>case<#>serviço<@>taxa<@>nmod<#>de<@>Brasoftware<@>case<#>a<@>Brasoftware<@>det<#>Brasoftware<@>taxa<@>nmod<#>é<@>coberta<@>aux<#>coberta<@>root<@>root<#>por<@>desconto<@>case<#>o<@>desconto<@>det<#>desconto<@>coberta<@>obl<#>que<@>obtém<@>obj<#>obtém<@>desconto<@>acl<#>junto<@>obtém<@>advmod<#>a<@>fornecedor<@>case<#>o<@>fornecedor<@>det<#>fornecedor<@>junto<@>obl<#>.<@>coberta<@>punct
>--<
ARRIET CHANIN -- A artista mostra 15 monotipias trabalhadas em papel artesanal de folha de bananeira e 12 gravuras em metal , que são instrumentos musicais e conchas .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "ARRIET CHANIN -- A artista mostra 15 monotipias trabalhadas em papel artesanal de folha de bananeira e 12 gravuras em metal , que são instrumentos musicais e conchas .", usando o formato (token dependente -> token cabeça).
REPLY|:|As relações de dependência sintática na sentença "ARRIET CHANIN -- A artista mostra 15 monotipias trabalhadas em papel artesanal de folha de bananeira e 12 gravuras em metal , que são instrumentos musicais e conchas ." são mostradas abaixo:

(Artista -> Mostra)
(ARRIET -> CHANIN)
(Mostra -> root)
(monotipias -> mostra)
(trabalhadas -> monotipias)
(papel -> arbanjo)
(artesanal -> papel)
(folha -> papel)
(de -> papel)
(bananeira -> folha)
(e -> gravuras)
(metal -> gravuras)
(gravuras -> mostra)
(instrumentos -> são)
(musicais -> instrumentos)
(conchas -> instrumentos)
(são -> instrumentos)
(que -> são)
(musicais -> conchas)
(ou -> conchas)
(.) -> mostra)
REFINE [(Artista]
REFINE [(Artista]
REFINE [(Artista]
REFINE [(Artista]
REFINE [Artista]
REFINE [Artista]
-----------END REFINE---------
REFINE [Mostra)]
REFINE [Mostra)]
REFINE [Mostra)]
REFINE [Mostra)]
REFINE [Mostra]
-----------END REFINE---------
REFINE [(ARRIET]
REFINE [(ARRIET]
REFINE [(ARRIET]
REFINE [(ARRIET]
REFINE [ARRIET]
REFINE [ARRIET]
-----------END REFINE---------
REFINE [CHANIN)]
REFINE [CHANIN)]
REFINE [CHANIN)]
REFINE [CHANIN)]
REFINE [CHANIN]
-----------END REFINE---------
REFINE [(Mostra]
REFINE [(Mostra]
REFINE [(Mostra]
REFINE [(Mostra]
REFINE [Mostra]
REFINE [Mostra]
-----------END REFINE---------
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root]
-----------END REFINE---------
REFINE [(monotipias]
REFINE [(monotipias]
REFINE [(monotipias]
REFINE [(monotipias]
REFINE [monotipias]
REFINE [monotipias]
-----------END REFINE---------
REFINE [mostra)]
REFINE [mostra)]
REFINE [mostra)]
REFINE [mostra)]
REFINE [mostra]
-----------END REFINE---------
REFINE [(trabalhadas]
REFINE [(trabalhadas]
REFINE [(trabalhadas]
REFINE [(trabalhadas]
REFINE [trabalhadas]
REFINE [trabalhadas]
-----------END REFINE---------
REFINE [monotipias)]
REFINE [monotipias)]
REFINE [monotipias)]
REFINE [monotipias)]
REFINE [monotipias]
-----------END REFINE---------
REFINE [(papel]
REFINE [(papel]
REFINE [(papel]
REFINE [(papel]
REFINE [papel]
REFINE [papel]
-----------END REFINE---------
REFINE [arbanjo)]
REFINE [arbanjo)]
REFINE [arbanjo)]
REFINE [arbanjo)]
REFINE [arbanjo]
-----------END REFINE---------
REFINE [(artesanal]
REFINE [(artesanal]
REFINE [(artesanal]
REFINE [(artesanal]
REFINE [artesanal]
REFINE [artesanal]
-----------END REFINE---------
REFINE [papel)]
REFINE [papel)]
REFINE [papel)]
REFINE [papel)]
REFINE [papel]
-----------END REFINE---------
REFINE [(folha]
REFINE [(folha]
REFINE [(folha]
REFINE [(folha]
REFINE [folha]
REFINE [folha]
-----------END REFINE---------
REFINE [papel)]
REFINE [papel)]
REFINE [papel)]
REFINE [papel)]
REFINE [papel]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [papel)]
REFINE [papel)]
REFINE [papel)]
REFINE [papel)]
REFINE [papel]
-----------END REFINE---------
REFINE [(bananeira]
REFINE [(bananeira]
REFINE [(bananeira]
REFINE [(bananeira]
REFINE [bananeira]
REFINE [bananeira]
-----------END REFINE---------
REFINE [folha)]
REFINE [folha)]
REFINE [folha)]
REFINE [folha)]
REFINE [folha]
-----------END REFINE---------
REFINE [(e]
REFINE [(e]
REFINE [(e]
REFINE [(e]
REFINE [e]
REFINE [e]
-----------END REFINE---------
REFINE [gravuras)]
REFINE [gravuras)]
REFINE [gravuras)]
REFINE [gravuras)]
REFINE [gravuras]
-----------END REFINE---------
REFINE [(metal]
REFINE [(metal]
REFINE [(metal]
REFINE [(metal]
REFINE [metal]
REFINE [metal]
-----------END REFINE---------
REFINE [gravuras)]
REFINE [gravuras)]
REFINE [gravuras)]
REFINE [gravuras)]
REFINE [gravuras]
-----------END REFINE---------
REFINE [(gravuras]
REFINE [(gravuras]
REFINE [(gravuras]
REFINE [(gravuras]
REFINE [gravuras]
REFINE [gravuras]
-----------END REFINE---------
REFINE [mostra)]
REFINE [mostra)]
REFINE [mostra)]
REFINE [mostra)]
REFINE [mostra]
-----------END REFINE---------
REFINE [(instrumentos]
REFINE [(instrumentos]
REFINE [(instrumentos]
REFINE [(instrumentos]
REFINE [instrumentos]
REFINE [instrumentos]
-----------END REFINE---------
REFINE [são)]
REFINE [são)]
REFINE [são)]
REFINE [são)]
REFINE [são]
-----------END REFINE---------
REFINE [(musicais]
REFINE [(musicais]
REFINE [(musicais]
REFINE [(musicais]
REFINE [musicais]
REFINE [musicais]
-----------END REFINE---------
REFINE [instrumentos)]
REFINE [instrumentos)]
REFINE [instrumentos)]
REFINE [instrumentos)]
REFINE [instrumentos]
-----------END REFINE---------
REFINE [(conchas]
REFINE [(conchas]
REFINE [(conchas]
REFINE [(conchas]
REFINE [conchas]
REFINE [conchas]
-----------END REFINE---------
REFINE [instrumentos)]
REFINE [instrumentos)]
REFINE [instrumentos)]
REFINE [instrumentos)]
REFINE [instrumentos]
-----------END REFINE---------
REFINE [(são]
REFINE [(são]
REFINE [(são]
REFINE [(são]
REFINE [são]
REFINE [são]
-----------END REFINE---------
REFINE [instrumentos)]
REFINE [instrumentos)]
REFINE [instrumentos)]
REFINE [instrumentos)]
REFINE [instrumentos]
-----------END REFINE---------
REFINE [(que]
REFINE [(que]
REFINE [(que]
REFINE [(que]
REFINE [que]
REFINE [que]
-----------END REFINE---------
REFINE [são)]
REFINE [são)]
REFINE [são)]
REFINE [são)]
REFINE [são]
-----------END REFINE---------
REFINE [(musicais]
REFINE [(musicais]
REFINE [(musicais]
REFINE [(musicais]
REFINE [musicais]
REFINE [musicais]
-----------END REFINE---------
REFINE [conchas)]
REFINE [conchas)]
REFINE [conchas)]
REFINE [conchas)]
REFINE [conchas]
-----------END REFINE---------
REFINE [(ou]
REFINE [(ou]
REFINE [(ou]
REFINE [(ou]
REFINE [ou]
REFINE [ou]
-----------END REFINE---------
REFINE [conchas)]
REFINE [conchas)]
REFINE [conchas)]
REFINE [conchas)]
REFINE [conchas]
-----------END REFINE---------
REFINE [(.)]
REFINE [(.)]
REFINE [(.)]
REFINE [(.)]
REFINE [.)]
REFINE [.]
-----------END REFINE---------
REFINE [mostra)]
REFINE [mostra)]
REFINE [mostra)]
REFINE [mostra)]
REFINE [mostra]
-----------END REFINE---------
chatGPT|:|<@><#>Artista<@>Mostra<#>ARRIET<@>CHANIN<#>Mostra<@>root<#>monotipias<@>mostra<#>trabalhadas<@>monotipias<#>papel<@>arbanjo<#>artesanal<@>papel<#>folha<@>papel<#>de<@>papel<#>bananeira<@>folha<#>e<@>gravuras<#>metal<@>gravuras<#>gravuras<@>mostra<#>instrumentos<@>são<#>musicais<@>instrumentos<#>conchas<@>instrumentos<#>são<@>instrumentos<#>que<@>são<#>musicais<@>conchas<#>ou<@>conchas<#>.<@>mostra|:|UDA:0.414<#>DDA: 0.345
GoldTree |:|ARRIET<@>root<@>root<#>CHANIN<@>ARRIET<@>flat<#>--<@>ARRIET<@>punct<#>A<@>artista<@>det<#>artista<@>mostra<@>nsubj<#>mostra<@>ARRIET<@>parataxis<#>15<@>monotipias<@>nummod<#>monotipias<@>mostra<@>obj<#>trabalhadas<@>monotipias<@>acl<#>em<@>papel<@>case<#>papel<@>trabalhadas<@>obl<#>artesanal<@>papel<@>amod<#>de<@>folha<@>case<#>folha<@>papel<@>nmod<#>de<@>bananeira<@>case<#>bananeira<@>folha<@>nmod<#>e<@>gravuras<@>cc<#>12<@>gravuras<@>nummod<#>gravuras<@>monotipias<@>conj<#>em<@>metal<@>case<#>metal<@>gravuras<@>nmod<#>,<@>instrumentos<@>punct<#>que<@>instrumentos<@>nsubj<#>são<@>instrumentos<@>cop<#>instrumentos<@>gravuras<@>acl<#>musicais<@>instrumentos<@>amod<#>e<@>conchas<@>cc<#>conchas<@>instrumentos<@>conj<#>.<@>ARRIET<@>punct
>--<
De seg a sex de as 11h a as 19h e sáb de as 10h a as 13h .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "De seg a sex de as 11h a as 19h e sáb de as 10h a as 13h .", usando o formato (token dependente -> token cabeça).
REPLY|:|Nas sentença "De seg a sex de as 11h a as 19h e sáb de as 10h a as 13h .", as relações de dependência sintática são:

(seg -> De)
(sex -> De)
(11h -> as)
(19h -> as)
(sáb -> De)
(10h -> as)
(13h -> as)
(. -> De)
REFINE [(seg]
REFINE [(seg]
REFINE [(seg]
REFINE [(seg]
REFINE [seg]
REFINE [seg]
-----------END REFINE---------
REFINE [De)]
REFINE [De)]
REFINE [De)]
REFINE [De)]
REFINE [De]
-----------END REFINE---------
REFINE [(sex]
REFINE [(sex]
REFINE [(sex]
REFINE [(sex]
REFINE [sex]
REFINE [sex]
-----------END REFINE---------
REFINE [De)]
REFINE [De)]
REFINE [De)]
REFINE [De)]
REFINE [De]
-----------END REFINE---------
REFINE [(11h]
REFINE [(11h]
REFINE [(11h]
REFINE [(11h]
REFINE [11h]
REFINE [11h]
-----------END REFINE---------
REFINE [as)]
REFINE [as)]
REFINE [as)]
REFINE [as)]
REFINE [as]
-----------END REFINE---------
REFINE [(19h]
REFINE [(19h]
REFINE [(19h]
REFINE [(19h]
REFINE [19h]
REFINE [19h]
-----------END REFINE---------
REFINE [as)]
REFINE [as)]
REFINE [as)]
REFINE [as)]
REFINE [as]
-----------END REFINE---------
REFINE [(sáb]
REFINE [(sáb]
REFINE [(sáb]
REFINE [(sáb]
REFINE [sáb]
REFINE [sáb]
-----------END REFINE---------
REFINE [De)]
REFINE [De)]
REFINE [De)]
REFINE [De)]
REFINE [De]
-----------END REFINE---------
REFINE [(10h]
REFINE [(10h]
REFINE [(10h]
REFINE [(10h]
REFINE [10h]
REFINE [10h]
-----------END REFINE---------
REFINE [as)]
REFINE [as)]
REFINE [as)]
REFINE [as)]
REFINE [as]
-----------END REFINE---------
REFINE [(13h]
REFINE [(13h]
REFINE [(13h]
REFINE [(13h]
REFINE [13h]
REFINE [13h]
-----------END REFINE---------
REFINE [as)]
REFINE [as)]
REFINE [as)]
REFINE [as)]
REFINE [as]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [De)]
REFINE [De)]
REFINE [De)]
REFINE [De)]
REFINE [De]
-----------END REFINE---------
chatGPT|:|<@><#>seg<@>De<#>sex<@>De<#>11h<@>as<#>19h<@>as<#>sáb<@>De<#>10h<@>as<#>13h<@>as<#>.<@>De|:|UDA:0.263<#>DDA: 0.000
GoldTree |:|De<@>seg<@>case<#>seg<@>root<@>root<#>a<@>sex<@>case<#>sex<@>seg<@>nmod<#>de<@>11h<@>case<#>as<@>11h<@>det<#>11h<@>sex<@>nmod<#>a<@>19h<@>case<#>as<@>19h<@>det<#>19h<@>11h<@>nmod<#>e<@>sáb<@>cc<#>sáb<@>seg<@>conj<#>de<@>10h<@>case<#>as<@>10h<@>det<#>10h<@>sáb<@>nmod<#>a<@>13h<@>case<#>as<@>13h<@>det<#>13h<@>10h<@>nmod<#>.<@>seg<@>punct
>--<
Preços de as obras : de R$ 50 a R$ 500 .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Preços de as obras : de R$ 50 a R$ 500 .", usando o formato (token dependente -> token cabeça).
REPLY|:|(Preços -> obras)
(de -> Preços)
(as -> obras)
(obras -> root)
(: -> obras)
(de -> Preços)
(R$ -> 50)
(50 -> de)
(a -> R$)
(500 -> R$)
(. -> obras)
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [Preços)]
REFINE [Preços)]
REFINE [Preços)]
REFINE [Preços)]
REFINE [Preços]
-----------END REFINE---------
REFINE [(as]
REFINE [(as]
REFINE [(as]
REFINE [(as]
REFINE [as]
REFINE [as]
-----------END REFINE---------
REFINE [obras)]
REFINE [obras)]
REFINE [obras)]
REFINE [obras)]
REFINE [obras]
-----------END REFINE---------
REFINE [(obras]
REFINE [(obras]
REFINE [(obras]
REFINE [(obras]
REFINE [obras]
REFINE [obras]
-----------END REFINE---------
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root]
-----------END REFINE---------
REFINE [(:]
REFINE [(:]
REFINE [(:]
REFINE [(:]
REFINE [:]
REFINE [:]
-----------END REFINE---------
REFINE [obras)]
REFINE [obras)]
REFINE [obras)]
REFINE [obras)]
REFINE [obras]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [Preços)]
REFINE [Preços)]
REFINE [Preços)]
REFINE [Preços)]
REFINE [Preços]
-----------END REFINE---------
REFINE [(R$]
REFINE [(R$]
REFINE [(R$]
REFINE [(R$]
REFINE [R$]
REFINE [R$]
-----------END REFINE---------
REFINE [50)]
REFINE [50)]
REFINE [50)]
REFINE [50)]
REFINE [50]
-----------END REFINE---------
REFINE [(50]
REFINE [(50]
REFINE [(50]
REFINE [(50]
REFINE [50]
REFINE [50]
-----------END REFINE---------
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de]
-----------END REFINE---------
REFINE [(a]
REFINE [(a]
REFINE [(a]
REFINE [(a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [R$)]
REFINE [R$)]
REFINE [R$)]
REFINE [R$)]
REFINE [R$]
-----------END REFINE---------
REFINE [(500]
REFINE [(500]
REFINE [(500]
REFINE [(500]
REFINE [500]
REFINE [500]
-----------END REFINE---------
REFINE [R$)]
REFINE [R$)]
REFINE [R$)]
REFINE [R$)]
REFINE [R$]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [obras)]
REFINE [obras)]
REFINE [obras)]
REFINE [obras)]
REFINE [obras]
-----------END REFINE---------
chatGPT|:|de<@>Preços<#>as<@>obras<#>obras<@>root<#>:<@>obras<#>de<@>Preços<#>R$<@>50<#>50<@>de<#>a<@>R$<#>500<@>R$<#>.<@>obras|:|UDA:0.333<#>DDA: 0.250
GoldTree |:|Preços<@>root<@>root<#>de<@>obras<@>case<#>as<@>obras<@>det<#>obras<@>Preços<@>nmod<#>:<@>Preços<@>punct<#>de<@>R$<@>case<#>R$<@>Preços<@>appos<#>50<@>R$<@>nummod<#>a<@>R$<@>case<#>R$<@>R$<@>conj<#>500<@>R$<@>nummod<#>.<@>Preços<@>punct
>--<
Até 30 de setembro .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Até 30 de setembro .", usando o formato (token dependente -> token cabeça).
REPLY|:|(Até -> 30)
(30 -> de)
(de -> setembro)
(setembro -> root)
(. -> setembro)
REFINE [(30]
REFINE [(30]
REFINE [(30]
REFINE [(30]
REFINE [30]
REFINE [30]
-----------END REFINE---------
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [setembro)]
REFINE [setembro)]
REFINE [setembro)]
REFINE [setembro)]
REFINE [setembro]
-----------END REFINE---------
REFINE [(setembro]
REFINE [(setembro]
REFINE [(setembro]
REFINE [(setembro]
REFINE [setembro]
REFINE [setembro]
-----------END REFINE---------
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [setembro)]
REFINE [setembro)]
REFINE [setembro)]
REFINE [setembro)]
REFINE [setembro]
-----------END REFINE---------
chatGPT|:|30<@>de<#>de<@>setembro<#>setembro<@>root<#>.<@>setembro|:|UDA:0.200<#>DDA: 0.200
GoldTree |:|Até<@>30<@>case<#>30<@>root<@>root<#>de<@>setembro<@>case<#>setembro<@>30<@>nmod<#>.<@>30<@>punct
>--<
